"year","TAZ","count"
2019,20303200,813
2020,20303200,813
2019,20303300,578
2020,20303300,578
2019,20303400,607
2020,20303400,607
2019,20303500,606
2020,20303500,606
2019,20303600,539
2020,20303600,539
2019,20304100,952
2020,20304100,1010
2019,20304200,564
2020,20304200,564
2019,20304300,443
2020,20304300,443
2019,20305100,0
2020,20305100,0
2019,20305200,632
2020,20305200,632
2019,20305300,0
2020,20305300,0
2019,20305400,384
2020,20305400,384
2019,20306100,1340
2020,20306100,1340
2019,20306200,1299
2020,20306200,1400
2019,20307100,807
2020,20307100,807
2019,20307200,1
2020,20307200,1
2019,20307300,1128
2020,20307300,1128
2019,20307400,15
2020,20307400,15
2019,20307500,145
2020,20307500,145
2019,20308100,366
2020,20308100,366
2019,20308200,372
2020,20308200,372
2019,20308300,381
2020,20308300,381
2019,20308400,4
2020,20308400,4
2019,20308500,781
2020,20308500,781
2019,20309100,483
2020,20309100,483
2019,20309200,452
2020,20309200,472
2019,20309300,252
2020,20309300,252
2019,20309400,427
2020,20309400,427
2019,20310100,210
2020,20310100,210
2019,20310200,0
2020,20310200,0
2019,20310300,0
2020,20310300,0
2019,20310400,0
2020,20310400,0
2019,20311100,1
2020,20311100,1
2019,20311200,1
2020,20311200,1
2019,20311300,0
2020,20311300,0
2019,20311400,21
2020,20311400,21
2019,20312100,1114
2020,20312100,1136
2019,20313100,1348
2020,20313100,1348
2019,20313200,736
2020,20313200,736
2019,20314100,1772
2020,20314100,1909
2019,20315100,1378
2020,20315100,1378
2019,20315200,230
2020,20315200,230
2019,20315300,32
2020,20315300,32
2019,20317100,422
2020,20317100,422
2019,20317200,806
2020,20317200,806
2019,20318100,701
2020,20318100,701
2019,20318200,528
2020,20318200,528
2019,20319100,1
2020,20319100,1
2019,20319200,1562
2020,20319200,1564
2019,20319300,548
2020,20319300,548
2019,20320100,6
2020,20320100,6
2019,20320200,239
2020,20320200,239
2019,20320300,639
2020,20320300,639
2019,20320400,801
2020,20320400,801
2019,20321100,0
2020,20321100,0
2019,20321200,645
2020,20321200,645
2019,20321300,541
2020,20321300,541
2019,20321400,354
2020,20321400,354
2019,20321500,107
2020,20321500,107
2019,20321600,171
2020,20321600,171
2019,20321700,103
2020,20321700,103
2019,20322100,508
2020,20322100,537
2019,20322200,1424
2020,20322200,1424
2019,20322300,825
2020,20322300,825
2019,20323100,927
2020,20323100,927
2019,20323200,488
2020,20323200,488
2019,20323300,661
2020,20323300,661
2019,20323400,695
2020,20323400,695
2019,20326100,621
2020,20326100,621
2019,20326200,315
2020,20326200,315
2019,20326300,330
2020,20326300,330
2019,20326400,335
2020,20326400,335
2019,20326500,383
2020,20326500,383
2019,20326600,408
2020,20326600,408
2019,20327100,3
2020,20327100,3
2019,20327200,287
2020,20327200,287
2019,20328100,416
2020,20328100,416
2019,20328200,396
2020,20328200,396
2019,20328300,266
2020,20328300,266
2019,20328400,882
2020,20328400,882
2019,20328500,637
2020,20328500,637
2019,20328600,145
2020,20328600,145
2019,20328700,90
2020,20328700,90
2019,20328800,770
2020,20328800,770
2019,20325100,0
2020,20325100,0
2019,20325200,0
2020,20325200,0
2019,20325300,0
2020,20325300,0
2019,20325400,0
2020,20325400,0
2019,20350100,8
2020,20350100,8
2019,20350200,3
2020,20350200,3
2019,20350300,1
2020,20350300,1
2019,20350400,0
2020,20350400,0
2019,20350500,1
2020,20350500,1
2019,20350600,0
2020,20350600,0
2019,20350700,17
2020,20350700,17
2019,20352100,893
2020,20352100,893
2019,20352200,625
2020,20352200,625
2019,20352300,691
2020,20352300,691
2019,20353100,257
2020,20353100,257
2019,20353200,172
