"year","TAZ","count"
2020,20291600,0
2019,20291700,3639
2020,20291700,3534
2019,20291800,0
2020,20291800,0
2019,20291900,0
2020,20291900,0
2019,20292100,0
2020,20292100,0
2019,20292200,0
2020,20292200,0
2019,20292300,0
2020,20292300,0
2019,20292400,0
2020,20292400,0
2019,20292500,0
2020,20292500,0
2019,20292600,983
2020,20292600,955
2019,20292700,0
2020,20292700,0
2019,20292800,0
2020,20292800,0
2019,20292900,0
2020,20292900,0
2019,20293100,0
2020,20293100,0
2019,20293200,0
2020,20293200,0
2019,20293300,0
2020,20293300,0
2019,20293400,0
2020,20293400,0
2019,20293500,0
2020,20293500,0
2019,20293600,0
2020,20293600,0
2019,20294100,0
2020,20294100,0
2019,20294200,0
2020,20294200,0
2019,20294300,0
2020,20294300,0
2019,20294400,0
2020,20294400,0
2019,20294500,1010
2020,20294500,981
2019,20294600,0
2020,20294600,0
2019,20295100,0
2020,20295100,0
2019,20296100,0
2020,20296100,0
2019,20296200,0
2020,20296200,0
2019,20296300,0
2020,20296300,0
2019,20296400,0
2020,20296400,0
2019,20296500,0
2020,20296500,0
2019,20296600,0
2020,20296600,0
2019,20296700,0
2020,20296700,0
2019,20296800,841
2020,20296800,817
2019,20296900,0
2020,20296900,0
2019,20297100,0
2020,20297100,0
2019,20297200,0
2020,20297200,0
2019,20297300,0
2020,20297300,0
2019,20297400,0
2020,20297400,0
2019,20297500,0
2020,20297500,0
2019,20297600,0
2020,20297600,0
2019,20298100,0
2020,20298100,0
2019,20298200,0
2020,20298200,0
2019,20298300,0
2020,20298300,0
2019,20298400,0
2020,20298400,0
2019,20298500,0
2020,20298500,0
2019,20298600,0
2020,20298600,0
2019,20298700,0
2020,20298700,0
2019,20299100,0
2020,20299100,0
2019,20299200,0
2020,20299200,0
2019,20299300,0
2020,20299300,0
2019,20299400,0
2020,20299400,0
2019,20299500,0
2020,20299500,0
2019,20299600,0
2020,20299600,0
2019,20299700,0
2020,20299700,0
2019,20299800,0
2020,20299800,0
2019,20299900,0
2020,20299900,0
2019,20300100,0
2020,20300100,0
2019,20300200,0
2020,20300200,0
2019,20300300,0
2020,20300300,0
2019,20300400,0
2020,20300400,0
2019,20300500,0
2020,20300500,0
2019,20300600,0
2020,20300600,0
2019,20300700,0
2020,20300700,0
2019,20300800,0
2020,20300800,0
2019,20301100,0
2020,20301100,0
2019,20301200,0
2020,20301200,0
2019,20301300,0
2020,20301300,0
2019,20301400,739
2020,20301400,718
2019,20301500,456
2020,20301500,443
2019,20301600,2684
2020,20301600,2607
2019,20302100,0
2020,20302100,0
2019,20302200,0
2020,20302200,0
2019,20302300,0
2020,20302300,0
2019,20302400,1321
2020,20302400,1283
2019,20302500,0
2020,20302500,0
2019,20303100,1062
2020,20303100,1032
2019,20303200,846
2020,20303200,822
2019,20303300,0
2020,20303300,0
2019,20303400,0
2020,20303400,0
2019,20303500,0
2020,20303500,0
2019,20303600,0
2020,20303600,0
2019,20304100,999
2020,20304100,970
2019,20304200,0
2020,20304200,0
2019,20304300,0
2020,20304300,0
2019,20305100,0
2020,20305100,0
2019,20305200,0
2020,20305200,0
2019,20305300,0
2020,20305300,0
2019,20305400,0
2020,20305400,0
2019,20306100,727
2020,20306100,706
2019,20306200,0
2020,20306200,0
2019,20307100,0
2020,20307100,0
2019,20307200,1595
2020,20307200,1549
2019,20307300,0
2020,20307300,0
2019,20307400,0
2020,20307400,0
2019,20307500,0
2020,20307500,0
2019,20308100,812
2020,20308100,789
2019,20308200,647
2020,20308200,629
2019,20308300,0
2020,20308300,0
2019,20308400,0
2020,20308400,0
2019,20308500,0
2020,20308500,0
2019,20309100,0
2020,20309100,0
2019,20309200,775
2020,20309200,753
2019,20309300,29
2020,20309300,28
2019,20309400,664
2020,20309400,645
2019,20310100,0
2020,20310100,0
2019,20310200,0
2020,20310200,0
2019,20310300,0
2020,20310300,0
2019,20310400,0
2020,20310400,0
2019,20311100,0
2020,20311100,0
2019,20311200,0
2020,20311200,0
2019,20311300,0
2020,20311300,0
2019,20311400,0
2020,20311400,0
2019,20312100,557
2020,20312100,541
2019,20313100,241
2020,20313100,234
2019,20313200,812
2020,20313200,789
2019,20314100,1207
2020,20314100,1172
2019,20315100,0
2020,20315100,0
2019,20315200,9
2020,20315200,9
2019,20315300,0
2020,20315300,0
2019,20316100,0
2020,20316100,0
2019,20316200,0
2020,20316200,0
2019,20316300,0
2020,20316300,0
2019,20316400,0
2020,20316400,0
2019,20316500,0
2020,20316500,0
2019,20316600,0
2020,20316600,0
2019,20317100,0
2020,20317100,0
2019,20317200,3139
2020,20317200,3049
2019,20318100,658
2020,20318100,639
2019,20318200,0
2020,20318200,0
2019,20319100,0
2020,20319100,0
2019,20319200,620
2020,20319200,602
2019,20319300,0
2020,20319300,0
2019,20320100,0
2020,20320100,0
2019,20320200,913
2020,20320200,887
2019,20320300,0
2020,20320300,0
2019,20320400,0
2020,20320400,0
2019,20321100,0
2020,20321100,0
2019,20321200,2880
2020,20321200,2797
2019,20321300,0
2020,20321300,0
2019,20321400,0
2020,20321400,0
2019,20321500,0
2020,20321500,0
2019,20321600,0
2020,20321600,0
2019,20321700,0
2020,20321700,0
2019,20322100,711
2020,20322100,691
2019,20322200,0
2020,20322200,0
2019,20322300,0
2020,20322300,0
2019,20323100,793
2020,20323100,770
2019,20323200,0
2020,20323200,0
2019,20323300,0
2020,20323300,0
2019,20323400,0
2020,20323400,0
2019,20324100,0
2020,20324100,0
2019,20324200,0
2020,20324200,0
2019,20324300,0
2020,20324300,0
2019,20324400,0
2020,20324400,0
2019,20324500,0
2020,20324500,0
2019,20325100,0
2020,20325100,0
2019,20325200,0
2020,20325200,0
2019,20325300,0
2020,20325300,0
2019,20325400,0
2020,20325400,0
2019,20326100,0
2020,20326100,0
2019,20326200,0
2020,20326200,0
2019,20326300,0
2020,20326300,0
2019,20326400,651
2020,20326400,632
2019,20326500,0
2020,20326500,0
2019,20326600,0
2020,20326600,0
2019,20327100,0
2020,20327100,0
2019,20327200,0
2020,20327200,0
2019,20328100,0
2020,20328100,0
2019,20328200,690
2020,20328200,670
2019,20328300,694
2020,20328300,674
2019,20328400,0
2020,20328400,0
2019,20328500,0
2020,20328500,0
2019,20328600,0
2020,20328600,0
2019,20328700,0
2020,20328700,0
2019,20328800,2532
2020,20328800,2459
2019,20329100,0
2020,20329100,0
2019,20329200,0
2020,20329200,0
2019,20329300,0
2020,20329300,0
2019,20329400,0
2020,20329400,0
2019,20329500,0
2020,20329500,0
2019,20329600,0
2020,20329600,0
2019,20330100,0
2020,20330100,0
2019,20330200,0
2020,20330200,0
2019,20330300,0
2020,20330300,0
2019,20330400,0
2020,20330400,0
2019,20330500,773
2020,20330500,751
2019,20330600,0
2020,20330600,0
2019,20330700,0
2020,20330700,0
2019,20330800,0
2020,20330800,0
2019,20330900,395
2020,20330900,383
2019,20331100,0
2020,20331100,0
2019,20331200,0
2020,20331200,0
2019,20332100,0
2020,20332100,0
2019,20332200,0
2020,20332200,0
2019,20332300,0
2020,20332300,0
2019,20332400,0
2020,20332400,0
2019,20332500,0
2020,20332500,0
2019,20332600,0
2020,20332600,0
2019,20333100,0
2020,20333100,0
2019,20333200,0
2020,20333200,0
2019,20333300,0
2020,20333300,0
2019,20333400,0
2020,20333400,0
2019,20333500,0
2020,20333500,0
2019,20333600,0
2020,20333600,0
2019,20333700,0
2020,20333700,0
2019,20333800,0
2020,20333800,0
2019,20333900,0
2020,20333900,0
2019,20334100,0
2020,20334100,0
2019,20334200,0
2020,20334200,0
2019,20334300,0
2020,20334300,0
2019,20334400,0
2020,20334400,0
2019,20334500,0
2020,20334500,0
2019,20334600,578
2020,20334600,562
2019,20334700,0
2020,20334700,0
2019,20334800,0
2020,20334800,0
2019,20334900,0
2020,20334900,0
2019,20335100,0
2020,20335100,0
2019,20335200,0
2020,20335200,0
2019,20335300,0
2020,20335300,0
2019,20335400,0
2020,20335400,0
2019,20335500,0
2020,20335500,0
2019,20335600,0
2020,20335600,0
2019,20336100,0
2020,20336100,0
2019,20336200,0
2020,20336200,0
2019,20336300,0
2020,20336300,0
2019,20336400,0
2020,20336400,0
2019,20336500,0
2020,20336500,0
2019,20336600,0
2020,20336600,0
2019,20336700,0
2020,20336700,0
2019,20336800,0
2020,20336800,0
2019,20336900,0
2020,20336900,0
2019,20337100,0
2020,20337100,0
2019,20338100,521
2020,20338100,506
2019,20338200,542
2020,20338200,526
2019,20338300,0
2020,20338300,0
2019,20339100,0
2020,20339100,0
2019,20340100,0
2020,20340100,0
2019,20341100,0
2020,20341100,0
2019,20341200,0
2020,20341200,0
2019,20342100,0
2020,20342100,0
2019,20343100,0
2020,20343100,0
2019,20343200,0
2020,20343200,0
2019,20344100,695
2020,20344100,675
2019,20345100,0
2020,20345100,0
2019,20346100,0
2020,20346100,0
2019,20347100,0
2020,20347100,0
2019,20348100,0
2020,20348100,0
2019,20348200,238
2020,20348200,231
2019,20349100,0
2020,20349100,0
2019,20350100,0
2020,20350100,0
2019,20350200,0
2020,20350200,0
2019,20350300,0
2020,20350300,0
2019,20350400,0
2020,20350400,0
2019,20350500,7
2020,20350500,7
2019,20350600,0
2020,20350600,0
2019,20350700,0
2020,20350700,0
2019,20351100,360
2020,20351100,350
2019,20351200,897
2020,20351200,871
2019,20352100,893
2020,20352100,867
2019,20352200,1817
2020,20352200,1765
2019,20352300,0
2020,20352300,0
2019,20353100,0
2020,20353100,0
2019,20353200,0
2020,20353200,0
2019,20353300,890
2020,20353300,864
2019,20353400,0
2020,20353400,0
2019,20353500,0
2020,20353500,0
2019,20354100,0
2020,20354100,0
2019,20354200,0
2020,20354200,0
2019,20354300,0
2020,20354300,0
2019,20354400,0
2020,20354400,0
2019,20354500,0
2020,20354500,0
2019,20354600,771
2020,20354600,749
2019,20354700,0
2020,20354700,0
2019,20354800,0
2020,20354800,0
2019,20355100,0
2020,20355100,0
2019,20355200,1070
2020,20355200,1039
2019,20355300,0
2020,20355300,0
2019,20355400,0
2020,20355400,0
2019,20356100,0
2020,20356100,0
2019,20356200,0
2020,20356200,0
2019,20357100,0
2020,20357100,0
2019,20357200,3596
2020,20357200,3492
2019,20358100,0
2020,20358100,0
